"","SP_1","SP_2","SP_3","EC_1","EC_2","EC_3","Zy12_1","Zy12_2","Zy12_3","Zy24_1","Zy24_2","Zy24_3","AC_1","AC_2","AC_3","BC_1","BC_2","BC_3"
"GRMZM2G123037",0,0,0,0,0,4,219,111,266,168,550,73,95,513,76,13,243,81
"GRMZM2G122983",371,584,266,740,1772,1208,829,1051,541,846,1163,906,2434,2008,1221,1964,1631,1701
"GRMZM2G122979",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GRMZM2G092459",2,1,0,1,51,11,49,77,126,35,76,43,14,75,45,62,82,53
"GRMZM2G453494",2,0,1,0,0,0,2,0,0,2,0,0,1,1,1,2,2,1
"GRMZM2G152616",1246,1815,1613,2623,723,3120,1161,2053,1171,2415,2417,2342,4120,3910,2682,4561,2691,2880
"GRMZM5G868917",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"GRMZM2G124882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GRMZM2G132682",46,36,38,0,0,0,105,45,77,63,46,90,91,58,0,76,62,44
"GRMZM2G152317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G087323",7,18,1,34,15,10,208,75,35,200,120,81,69,58,71,146,113,57
"GRMZM2G097190",823,986,812,1158,1497,2543,837,1543,755,2178,1616,1293,4699,2486,2678,3444,2209,2927
"GRMZM2G097353",3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G071630",1764,2878,2042,12598,31117,17479,8918,11561,5796,18047,13410,10913,33784,25999,38785,31027,22927,22819
"GRMZM2G021607",0,0,0,0,0,0,12,2,3,12,11,38,21,3,2,9,37,12
"GRMZM2G074775",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0
"GRMZM2G072690",232,288,298,1075,393,721,1849,2355,1539,1268,1331,1196,557,621,451,659,564,449
"GRMZM2G104925",0,0,0,2,17,72,476,485,268,377,284,333,281,230,209,135,227,324
"GRMZM2G172647",60,134,67,303,264,271,1123,1439,739,1309,1902,1330,734,989,784,729,957,677
"GRMZM2G138624",1560,2568,1895,963,337,2199,3060,4501,2284,2439,2109,1386,1084,1387,2233,987,1374,1052
"GRMZM2G138632",5596,7604,6514,334,1648,1207,549,724,269,4013,2446,2896,13088,7905,5240,8043,7778,8694
"GRMZM2G019450",574,642,436,1015,4097,2300,715,849,428,1040,795,655,4474,2882,3756,3557,2689,2994
"GRMZM2G019335",0,0,0,0,0,0,2,45,0,1,0,0,3,0,0,0,0,0
"GRMZM2G112228",7,28,7,113,71,308,274,235,116,224,176,350,303,183,193,245,154,227
"GRMZM2G045573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G882080",0,0,0,0,0,0,3,0,7,0,0,2,8,6,6,0,1,5
"GRMZM2G459568",0,0,0,0,0,0,0,13,24,32,34,31,35,11,33,25,16,14
"GRMZM5G853717",0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,2,0
"AC198324.3_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G072044",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"GRMZM2G389625",0,0,0,0,0,0,3,0,7,17,0,0,0,6,15,0,22,13
"GRMZM2G160174",312,685,463,3271,7961,5736,2762,4152,2844,4431,4313,4163,3571,3594,3499,2491,2974,2792
"GRMZM2G144674",0,0,0,1,0,0,0,3,0,1,2,0,4,5,4,4,4,2
"GRMZM5G845532",0,0,0,6,0,5,74,3,3,4,3,0,0,5,1,11,11,0
"GRMZM2G480712",682,790,870,44,232,599,67,0,12,66,30,33,1258,626,837,686,825,740
"GRMZM2G029783",234,270,269,279,194,300,206,365,224,353,317,402,721,387,394,340,294,310
"GRMZM2G374313",0,0,0,16,0,1,71,16,43,9,27,11,0,6,6,3,3,1
"GRMZM2G452353",0,1,1,2,4,1,3,0,0,4,2,0,0,3,3,1,6,1
"GRMZM2G407044",9,28,13,1564,723,823,658,1488,568,1807,1618,1463,1100,865,552,946,925,774
"GRMZM2G030125",80,100,128,256,143,302,537,819,477,1077,385,213,702,856,1365,622,1098,861
"GRMZM2G542205",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"GRMZM2G044677",0,0,0,0,0,0,86,43,223,60,76,24,52,21,78,2,53,24
"GRMZM2G051882",0,0,0,0,0,0,85,8,229,86,92,16,84,26,55,5,28,29
"GRMZM5G898447",0,0,0,0,0,0,0,0,3,2,0,2,3,0,1,0,0,0
"GRMZM2G038028",0,0,1,10,13,42,21,29,10,22,42,24,77,36,37,60,62,57
"GRMZM2G505197",0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0
"GRMZM2G505187",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0
"GRMZM5G872279",0,0,0,0,0,0,2,0,0,2,18,1,0,1,0,0,1,0
"GRMZM2G107896",4706,6703,5288,1302,3862,3096,1934,2938,1719,3736,3632,4179,6566,3648,4583,4248,3889,4099
"GRMZM2G144742",44,93,59,89,253,124,56,61,154,202,80,158,151,398,188,84,200,145
"GRMZM5G864784",26,4,37,0,0,6,1,0,0,6,4,0,11,0,0,0,11,11
"GRMZM5G806469",24,0,36,0,0,0,31,11,12,2,16,0,0,19,0,0,8,0
"GRMZM2G067417",1001,1630,1060,6218,9062,6998,5233,6735,4233,5754,5416,6040,4124,3188,3096,4579,4101,3874
"GRMZM2G366392",19888,23889,22242,4248,5328,4151,4342,5924,5681,5232,4735,3961,5084,9128,8505,6364,7508,8769
"GRMZM2G067019",19,81,68,202,36,38,452,438,418,566,588,561,295,254,238,187,230,150
"GRMZM2G024109",74,122,99,1166,481,579,688,891,432,920,932,1102,478,263,173,309,358,192
"GRMZM2G131487",203,381,260,193,126,76,219,296,244,273,237,292,214,152,112,167,256,171
"GRMZM2G044684",278,742,440,485,399,290,567,1092,600,866,708,1217,680,268,249,234,330,387
"GRMZM2G034697",4,6,6,300,188,124,268,461,378,521,416,630,194,77,49,150,145,184
"GRMZM2G034797",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0
"GRMZM2G034804",9563,11615,10090,1259,1291,1689,1275,1739,1189,2412,1616,1942,5486,2787,3538,2965,2650,2817
"GRMZM2G106308",861,1271,855,364,277,776,898,572,587,1228,987,1011,5401,2978,2843,3330,2419,2911
"GRMZM2G138566",43,202,42,721,416,461,570,508,303,397,397,380,294,170,179,187,256,199
"GRMZM5G853439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G377451",7,17,21,15,26,24,28,29,12,10,7,12,18,25,12,16,30,10
"GRMZM2G041842",1105,1839,2093,1098,1222,1655,1468,2312,754,1328,2084,1858,3597,2190,2350,1378,2002,1716
"GRMZM2G004908",110,220,267,0,73,69,22,0,0,11,40,3,280,167,205,66,150,145
"GRMZM2G179810",736,1236,849,0,0,0,16,4,59,3,50,13,7,53,8,3,22,18
"GRMZM2G133226",99,51,86,101,62,113,181,79,121,83,242,133,142,94,82,48,126,61
"GRMZM2G133203",15,32,21,288,121,156,281,359,163,339,293,315,303,117,83,107,132,93
"GRMZM2G433684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G071396",19,0,0,0,0,0,0,0,0,85,20,0,0,0,0,0,0,0
"GRMZM2G097468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G109830",0,0,0,0,0,0,5,5,1,1,0,5,0,0,0,0,0,0
"GRMZM2G476515",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"AC194356.3_FG002",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G040508",19,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G165387",0,0,0,0,0,0,103,51,71,35,3,90,0,0,0,0,1,0
"GRMZM2G702599",16,31,6,0,0,0,4,3,1,5,0,11,0,1,0,0,0,0
"GRMZM5G813937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G039665",8,0,0,0,0,0,9,8,8,1,0,3,0,0,0,0,0,0
"AC216201.3_FG005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G086190",1107,1430,1285,0,156,59,0,0,0,16,0,0,0,0,0,0,0,0
"GRMZM2G174255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G042181",3,0,21,0,0,0,0,456,0,2,3,5,0,1,0,0,1,0
"GRMZM2G094083",9,0,7,167,53,110,106,105,25,90,86,109,130,127,94,92,109,90
"GRMZM5G847923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G702602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G430482",0,2,0,4,4,17,8,34,11,18,16,0,20,48,54,8,23,15
"GRMZM2G430501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G044882",59,119,79,20,0,0,188,539,100,472,610,252,90,1105,72,1,304,47
"GRMZM2G346278",728,1009,1060,0,59,97,7,0,63,219,362,489,963,720,1080,1383,1050,673
"GRMZM2G079817",5,11,7,1264,1656,2514,1081,1338,958,3088,2946,2696,9605,4929,8817,6357,4475,5501
"GRMZM2G104768",16,60,11,2,12,12,20,7,3,8,5,16,7,3,12,10,8,0
"GRMZM2G020081",0,0,0,31,0,18,2,58,16,105,44,73,115,71,74,115,136,49
"GRMZM2G094269",0,0,0,6,0,0,2,14,9,17,17,7,52,53,137,77,49,43
"GRMZM2G539230",0,0,0,0,0,13,0,0,0,2,1,0,3,3,10,1,0,1
"GRMZM2G133838",241,481,302,1214,2910,1894,1158,1268,692,1531,1350,1288,2674,1391,1232,1876,1545,1779
"GRMZM2G043792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GRMZM2G049424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G047208",0,0,0,0,0,0,86,102,69,26,7,51,0,0,0,1,3,0
"GRMZM2G047167",20,16,49,231,252,291,103,81,41,285,238,150,163,208,157,243,249,340
"GRMZM2G459474",11,15,36,463,157,168,542,516,450,531,527,711,270,121,56,194,253,239
"GRMZM2G159700",0,0,0,0,0,6,25,31,110,48,32,48,16,64,31,0,35,10
"GRMZM2G360389",88,74,112,1419,2125,4113,607,1401,535,1614,1566,1338,1551,885,1066,731,792,591
"GRMZM2G118717",0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G118766",114,337,216,15,19,27,91,30,43,55,49,91,6,27,7,1,17,53
"GRMZM2G066618",1,10,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"GRMZM2G162637",58272,71913,69482,1859,1520,2445,3936,5374,3250,5247,4467,4366,3675,3981,4641,4362,3940,3560
"GRMZM2G162670",57,136,126,30,42,164,328,514,244,575,505,392,169,142,161,147,130,133
"GRMZM2G125556",56,145,0,763,1328,816,759,1647,1165,992,1255,831,663,866,1018,705,941,843
"GRMZM2G125529",88,145,49,199,61,279,339,372,230,231,447,370,260,557,893,578,473,465
"GRMZM2G062009",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"GRMZM2G062091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G144398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRMZM2G459645",0,0,0,0,0,0,4,7,4,6,5,12,0,0,0,0,0,0
"GRMZM2G091020",6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"GRMZM2G537407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G127857",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC205532.3_FG001",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G089599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G080885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G380897",0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,3,3,0
"GRMZM2G135461",3,10,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"GRMZM2G135091",1,1,1,352,42,60,214,300,141,84,209,293,17,59,10,31,45,60
"GRMZM2G135132",23270,30787,24926,168,641,397,215,177,69,331,284,100,879,345,548,1163,781,665
"GRMZM2G460360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G160541",0,0,0,1,0,0,7,18,10,33,34,21,9,17,17,1,40,9
"GRMZM2G081582",0,0,0,0,0,0,653,246,540,271,476,252,60,1136,153,7,175,100
"GRMZM2G063917",0,0,0,0,0,0,808,552,479,132,788,251,0,3802,5,1,316,27
"AC205534.3_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC205534.3_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G081406",1,1,0,0,0,2,11,6,0,19,11,1,0,1,0,2,0,1
"GRMZM2G081192",1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0
"AC205511.3_FG002",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GRMZM2G383402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G074436",244,400,396,188,27,225,585,847,551,681,547,526,267,481,441,241,302,234
"GRMZM2G466769",0,0,0,0,0,1,0,4,1,0,0,0,3,0,1,0,0,0
"GRMZM2G165778",572,936,473,493,1403,1279,1061,1524,827,1125,995,890,616,702,387,758,679,461
"AC208122.2_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G418604",9496,14224,14366,1037,1030,2192,924,1512,797,1345,1175,1617,4958,3394,4904,3194,3191,4253
"AC207756.3_FG001",0,0,0,9,191,96,6,8,17,92,3,41,133,103,183,177,148,70
"GRMZM2G038820",10,0,0,457,849,567,641,652,420,931,703,579,1138,1052,1798,809,722,414
"GRMZM2G340403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G340353",38,15,15,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
"GRMZM2G454581",1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"GRMZM2G368398",715,992,718,56,19,57,33,179,77,12,5,99,134,32,52,111,91,36
"GRMZM2G374302",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC217901.3_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G412156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G032140",0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GRMZM2G473536",0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"GRMZM2G111756",1,1,3,43,1,14,58,88,82,61,72,125,50,27,16,32,59,55
"GRMZM2G161731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G461537",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GRMZM2G161696",2,0,0,1,0,40,0,8,1,0,3,1,1,0,0,3,1,1
"GRMZM2G461533",22,50,36,144,24,22,180,157,90,156,128,206,173,154,136,163,188,161
"GRMZM5G850355",6633,9517,7274,2858,8199,4843,3163,4453,2499,6020,5959,5212,6461,4523,5294,5406,4031,4662
"GRMZM2G161545",1699,2422,2113,857,1070,698,799,1023,526,1115,928,1283,1145,823,1105,1038,767,803
"AC205672.3_FG001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G111225",263,244,171,332,293,862,470,864,410,991,874,831,813,483,780,769,424,454
"GRMZM2G078077",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G078092",21,21,3,130,162,168,279,367,218,279,481,257,152,148,121,219,207,116
"GRMZM2G702610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G702612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"GRMZM2G702613",4,6,2,25,1,5,41,43,33,24,31,37,23,14,6,10,12,14
"GRMZM2G159962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G111922",0,0,1,0,0,0,7,0,17,0,19,0,2,13,1,1,4,0
"GRMZM2G149272",4,6,22,813,84,250,971,1074,521,1368,1087,939,1159,1123,1648,1606,1052,901
"GRMZM2G133444",813,946,808,227,620,433,223,440,175,385,372,222,476,252,315,222,382,376
"GRMZM2G111923",6706,9144,7169,518,1245,1269,594,1059,703,1069,700,974,2818,1190,2380,1808,1285,1668
"GRMZM2G146786",5645,9188,6844,358,1154,558,134,456,90,401,416,228,1836,745,1105,1051,868,1151
"GRMZM2G447195",559,543,441,597,335,1368,674,981,526,778,913,881,2069,1057,1059,945,934,1197
"GRMZM2G157252",0,0,0,0,0,0,5,0,5,40,49,38,25,3,5,20,15,13
"GRMZM2G157458",0,0,0,0,21,5,0,0,4,4,2,0,0,3,0,0,1,0
"GRMZM2G300924",0,0,0,0,0,8,4,8,0,3,3,0,0,11,0,0,4,0
"GRMZM2G001004",8,22,23,9,1,1,11,11,6,8,8,15,4,6,4,6,9,5
"GRMZM2G071448",73,187,44,452,224,190,256,652,303,391,318,554,396,362,281,296,204,270
"GRMZM2G120373",686,930,678,211,302,427,172,517,230,797,549,358,770,445,653,414,301,312
"GRMZM2G314297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G016318",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G036502",2720,3592,3620,2461,1440,2552,980,1088,487,1838,1387,1509,1855,2046,1316,2073,1976,1429
"GRMZM2G339367",1,1,0,1,2,0,87,91,46,61,38,96,8,29,14,25,12,1
"GRMZM2G039445",0,0,0,131,101,184,179,132,124,117,119,106,406,456,407,690,333,464
"GRMZM2G099109",2804,3209,2904,242,231,181,174,230,113,116,132,91,112,20,127,39,71,131
"GRMZM2G070343",119,301,205,351,168,116,334,357,201,222,320,318,93,165,114,106,162,162
"GRMZM2G458659",90,42,91,274,20,5,171,198,518,209,440,75,188,813,150,141,224,229
"GRMZM2G143669",96,40,155,174,0,4,145,167,404,133,345,76,95,375,72,59,99,122
"AC195995.3_FG006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC195995.3_FG008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G148355",12,0,2,90,0,0,96,110,317,96,208,43,64,209,42,38,70,84
"GRMZM2G519736",2,10,6,106,15,16,80,115,76,107,86,97,102,87,127,70,48,46
"GRMZM2G134752",81,130,148,0,1,7,1,0,0,0,0,0,16,0,0,0,0,0
"GRMZM2G072589",2,9,5,45,3,6,330,521,348,247,239,169,88,77,46,31,55,53
"GRMZM2G496770",0,0,0,0,0,0,60,6,21,0,8,16,0,0,0,0,4,0
"GRMZM2G111015",297,782,352,518,473,560,345,756,379,721,677,643,355,420,332,507,379,260
"GRMZM2G111045",0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0
"GRMZM5G877590",0,0,0,0,0,0,0,1,1,0,0,0,4,3,0,0,0,0
"GRMZM2G060357",44,65,30,740,204,292,383,264,284,640,492,435,177,226,81,97,150,177
"GRMZM2G306802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G143699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G398755",58,54,71,1561,735,2139,1241,1624,844,1770,1421,1615,4431,2853,3879,2828,2169,2363
"GRMZM2G460025",416,647,476,140,23,47,169,42,89,267,300,80,26,342,256,102,190,95
"GRMZM2G006219",14,10,14,1143,1272,1597,1592,1986,1047,437,555,1003,3521,1956,1561,1900,1172,1465
"GRMZM2G404121",221,378,394,405,617,677,488,680,374,604,595,570,787,384,412,511,478,536
"GRMZM2G101635",1250,1735,1801,406,562,644,472,839,368,748,614,642,1432,1924,1896,2078,1056,1146
"GRMZM2G354151",1,0,2,1,0,0,0,12,0,21,0,0,0,0,0,0,0,0
"GRMZM2G473792",0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0
"AC204636.3_FG003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G432060",0,0,0,0,0,0,28,7,2,0,2,3,0,1,0,0,1,0
"AC185422.3_FG005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G063850",1,1,16,2030,2407,1794,2011,2290,1401,3902,3856,3866,3481,2388,2473,1821,1649,1844
"GRMZM2G129675",89,160,86,499,131,214,799,757,539,941,1092,1336,237,119,155,287,299,321
"GRMZM2G129569",1641,2716,2867,589,315,641,523,1054,403,1048,534,790,1247,1097,980,817,674,792
"GRMZM2G435104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G882482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G096996",0,2,1,3,0,0,1,3,0,0,0,1,2,0,0,2,1,1
"GRMZM2G522468",0,0,1,0,16,60,0,0,0,0,3,0,0,0,0,0,0,0
"GRMZM2G065021",0,0,0,0,0,0,17,1,13,6,20,4,0,2,2,0,1,0
"GRMZM2G180775",0,0,0,0,0,0,22,2,3,2,9,10,3,1,2,6,7,1
"GRMZM2G039810",1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G063203",0,0,0,0,1,1,16,102,104,103,65,41,4,77,35,25,19,47
"GRMZM5G802941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G495234",0,0,0,156,0,4,0,0,22,21,4,0,31,23,12,0,0,0
"GRMZM2G100716",20,67,20,115,69,63,44,41,27,90,100,75,88,132,182,127,132,101
"GRMZM2G163193",46,136,60,524,600,481,336,652,293,434,528,466,652,664,732,453,726,568
"GRMZM2G101687",1,3,0,1,57,24,34,1,20,49,11,16,16,46,48,1,96,2
"GRMZM2G178435",9,1,40,598,1054,1389,608,1082,363,1647,1241,1235,4818,2634,2992,1736,1882,1965
"GRMZM2G393843",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G844309",30,55,29,11,225,61,11,6,2,20,13,5,252,108,254,150,133,48
"GRMZM2G377217",5,0,6,17,106,190,45,24,22,37,39,29,0,7,6,2,0,0
"GRMZM2G074173",337,466,391,0,26,1,122,11,25,101,64,33,77,142,33,1,105,3
"AC194712.3_FG002",1,0,0,1,0,0,2,0,0,0,0,0,4,3,6,5,2,9
"GRMZM2G082940",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"GRMZM2G038243",0,2,0,0,0,0,14,4,1,1,8,8,1,5,0,0,5,4
"AC190632.2_FG004",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G037204",13867,17885,14677,1520,1396,2662,8867,10596,8061,7022,8144,6098,4522,6805,3939,4829,5771,5760
"GRMZM2G145226",8020,10127,8493,2053,8430,6197,1522,2628,966,2765,2759,2873,7539,4183,4591,6057,4044,5218
"GRMZM2G145221",0,0,0,0,0,0,17,5,11,2,6,5,0,5,0,0,0,0
"GRMZM2G144638",2,10,10,26,19,13,25,24,20,17,22,17,9,6,3,4,23,4
"GRMZM2G319786",0,0,0,0,0,0,0,0,67,7,24,0,0,4,0,0,4,3
"GRMZM2G150706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G150710",7,34,17,9,3,5,22,29,4,41,45,49,52,41,23,33,37,17
"GRMZM2G150714",0,0,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
"GRMZM2G004180",0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G043414",869,1075,652,212,422,967,481,427,409,673,588,408,1101,1261,582,987,817,929
"AC204891.4_FG001",1,0,0,12,38,81,0,41,14,8,19,4,13,45,20,10,15,0
"GRMZM2G048621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G072926",0,0,0,0,0,0,0,0,3,0,5,0,0,1,0,0,0,0
"GRMZM2G072916",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRMZM2G026922",13,38,36,126,49,16,68,92,81,24,25,50,14,18,4,15,27,17
"GRMZM2G323719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G027052",0,0,0,0,0,0,16,0,7,2,6,0,0,1,0,0,0,0
"AC190978.3_FG007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G027098",2,2,2,3,1,0,6,146,5,6,11,11,0,0,0,0,3,0
"GRMZM2G047128",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"GRMZM2G059021",1,1,0,69,163,163,104,147,80,180,170,224,120,30,25,73,97,56
"GRMZM2G037334",25,26,27,11,17,0,18,31,2,16,5,43,59,3,37,17,6,25
"GRMZM2G148485",0,0,0,172,0,0,17,20,11,40,35,88,203,51,21,77,54,37
"GRMZM5G836406",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"GRMZM2G702621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G315079",12,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"GRMZM2G114660",4,10,14,20,7,9,74,41,72,50,52,95,37,31,13,27,45,32
"GRMZM2G102502",2,1,7,842,460,334,692,948,641,693,971,1008,276,323,172,218,229,269
"GRMZM2G342691",11,13,6,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0
"GRMZM2G342649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G851838",3,8,4,7,2,0,25,13,7,10,7,12,4,1,2,7,5,4
"GRMZM2G174511",0,0,0,2,3,4,4,6,1,3,4,2,1,0,0,0,0,2
"GRMZM2G474229",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G174537",7533,9323,8343,80,234,173,80,243,118,33,59,89,43,64,30,39,32,10
"GRMZM2G406313",0,0,0,0,0,0,77,81,13,14,8,24,0,0,0,0,0,2
"GRMZM2G346634",0,1,0,0,0,0,12,10,2,3,3,0,12,2,1,1,3,4
"GRMZM2G098800",0,0,0,0,0,0,84,28,37,146,88,92,45,46,32,40,5,0
"GRMZM2G463471",1117,1208,990,9,2,9,38,43,62,31,38,0,176,78,178,0,175,113
"GRMZM2G163925",0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0
"GRMZM2G135893",4849,6524,5278,1583,415,1844,2879,3570,1758,4320,4004,3848,4908,3829,4461,4312,3808,5230
"GRMZM2G435684",6796,9302,7340,395,1195,1059,411,591,316,451,208,216,354,319,686,599,497,454
"GRMZM2G380242",0,0,0,279,0,7,71,28,18,40,15,32,0,0,0,2,2,0
"GRMZM2G080842",15,0,0,364,138,315,376,304,98,281,274,115,908,593,827,835,541,488
"GRMZM2G010488",0,0,0,0,0,0,0,1,26,0,1,0,2,0,0,1,0,0
"GRMZM5G890865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G310410",378,562,572,59,140,100,30,0,4,39,34,3,61,68,60,5,15,85
"GRMZM2G112122",0,1,1,24,3,3,5,50,28,58,51,75,31,43,21,27,34,16
